0, 3, 0, 1, 1, 0, 0, 5, 3, 0, 0, 0, 0, 0, 4, 0, 6, 2, 1, 1, 5, 3, 0, 1, 0, 0, 1, 7, 1, 9, 3, 2, 1, 5, 9, 1, 3, 2, 0, 2, 10, 1, 17, 3, 5, 1, 5, 11, 1, 4, 2, 1, 2, 10, 1, 20, 3, 8, 1, 5, 19, 3, 8, 3, 1,True
0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0,True
0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0,True
4, 4, 0, 1, 0, 1, 0, 11, 8, 2, 0, 0, 0, 8, 8, 0, 19, 3, 9, 3, 11, 12, 2, 0, 0, 0, 12, 17, 0, 23, 4, 10, 3, 11, 30, 8, 20, 2, 1, 12, 19, 0, 53, 5, 23, 3, 11, 32, 9, 20, 2, 1, 14, 21, 0, 53, 5, 23, 3, 11, 42, 17, 26, 7, 1,True
2, 2, 0, 1, 0, 1, 0, 5, 1, 0, 1, 0, 1, 5, 6, 0, 21, 0, 13, 4, 5, 5, 0, 1, 0, 1, 10, 12, 0, 24, 2, 14, 4, 5, 20, 3, 11, 4, 1, 13, 27, 1, 39, 6, 17, 5, 5, 35, 3, 17, 4, 1, 13, 30, 1, 42, 6, 17, 5, 5, 48, 6, 20, 9, 1,True
0, 0, 0, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0,False
0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0,True
4, 4, 0, 1, 0, 1, 0, 11, 10, 3, 0, 0, 0, 8, 8, 0, 21, 2, 10, 3, 11, 14, 3, 0, 0, 0, 12, 16, 0, 26, 4, 11, 3, 11, 29, 7, 21, 0, 1, 12, 19, 0, 53, 5, 23, 3, 11, 32, 10, 21, 0, 1, 14, 21, 0, 53, 5, 23, 3, 11, 42, 17, 26, 7, 1,True
1, 1, 0, 1, 0, 1, 0, 5, 0, 0, 2, 0, 0, 2, 2, 0, 3, 0, 3, 0, 5, 1, 0, 2, 0, 0, 4, 4, 0, 4, 1, 3, 0, 5, 3, 0, 3, 0, 1, 9, 14, 0, 24, 1, 14, 4, 5, 13, 0, 7, 0, 1, 12, 18, 0, 26, 2, 15, 4, 5, 27, 3, 15, 4, 1,True
1, 1, 0, 1, 0, 1, 0, 7, 1, 0, 0, 0, 1, 1, 1, 0, 17, 0, 15, 1, 7, 1, 0, 1, 0, 1, 2, 2, 0, 18, 0, 16, 1, 7, 7, 3, 7, 0, 1, 2, 5, 1, 31, 4, 18, 3, 7, 11, 3, 7, 0, 1, 2, 8, 1, 33, 4, 18, 4, 7, 21, 5, 9, 2, 1,True
3, 3, 0, 1, 0, 1, 0, 5, 1, 0, 3, 0, 0, 6, 6, 0, 13, 0, 5, 4, 5, 4, 0, 3, 0, 0, 9, 10, 0, 15, 1, 6, 4, 5, 12, 1, 6, 4, 1, 12, 19, 0, 32, 1, 17, 4, 5, 22, 1, 11, 4, 1, 13, 22, 1, 37, 4, 17, 5, 5, 38, 5, 17, 9, 1,True
1, 1, 0, 1, 0, 1, 0, 5, 0, 0, 2, 0, 0, 2, 2, 0, 3, 0, 3, 0, 5, 1, 0, 2, 0, 0, 4, 4, 0, 4, 1, 3, 0, 5, 3, 0, 4, 0, 0, 9, 13, 0, 15, 1, 5, 4, 5, 12, 0, 8, 0, 0, 12, 17, 0, 16, 1, 6, 4, 5, 19, 1, 11, 4, 1,True
0, 0, 0, 1, 0, 1, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 13, 1, 10, 0, 5, 1, 0, 0, 0, 0, 5, 8, 0, 13, 1, 10, 0, 5, 18, 3, 3, 1, 1, 11, 16, 1, 59, 12, 31, 2, 5, 24, 3, 9, 1, 1, 15, 49, 1, 66, 15, 31, 2, 5, 76, 10, 27, 7, 1,True
2, 2, 0, 1, 0, 1, 0, 6, 1, 0, 2, 0, 0, 5, 5, 0, 12, 0, 4, 4, 6, 4, 0, 2, 0, 0, 9, 10, 0, 14, 1, 5, 4, 6, 12, 1, 6, 4, 1, 12, 19, 0, 32, 1, 17, 4, 6, 22, 1, 11, 4, 1, 13, 22, 1, 37, 4, 17, 5, 6, 38, 5, 17, 9, 1,True
1, 4, 0, 1, 1, 0, 0, 14, 4, 0, 0, 0, 0, 1, 4, 0, 12, 11, 0, 0, 14, 4, 0, 0, 0, 0, 11, 44, 0, 12, 11, 0, 0, 14, 47, 0, 0, 1, 0, 11, 44, 0, 22, 11, 0, 0, 14, 47, 0, 0, 1, 0, 11, 44, 0, 22, 11, 0, 0, 14, 67, 0, 0, 11, 0,True
0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0,True
0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0,True
1, 1, 0, 1, 0, 1, 0, 6, 3, 0, 0, 0, 1, 2, 3, 0, 12, 1, 10, 1, 6, 6, 0, 0, 0, 1, 9, 17, 0, 23, 2, 13, 5, 6, 22, 2, 11, 0, 1, 12, 26, 1, 36, 6, 15, 5, 6, 33, 2, 16, 0, 1, 13, 31, 1, 39, 6, 16, 5, 6, 47, 5, 20, 10, 1,True
0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0,True
0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 1, 0, 1, 4, 8, 0, 23, 0, 16, 4, 5, 8, 0, 1, 0, 1, 9, 21, 0, 30, 7, 16, 4, 5, 23, 5, 14, 0, 1, 12, 51, 1, 62, 12, 22, 12, 5, 52, 5, 15, 0, 1, 12, 57, 1, 65, 14, 23, 12, 5, 72, 6, 17, 16, 1,True
0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0,False
0, 0, 0, 1, 0, 1, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 15, 1, 10, 0, 5, 4, 0, 0, 0, 0, 5, 9, 0, 15, 1, 10, 0, 5, 20, 4, 4, 1, 1, 11, 17, 1, 59, 12, 31, 2, 5, 26, 4, 10, 1, 1, 15, 49, 1, 66, 15, 31, 2, 5, 76, 10, 27, 7, 1,False
1, 4, 0, 1, 1, 0, 0, 14, 4, 0, 0, 0, 0, 1, 4, 0, 12, 11, 0, 0, 14, 4, 0, 0, 0, 0, 11, 44, 0, 12, 11, 0, 0, 14, 47, 0, 0, 1, 0, 11, 44, 0, 22, 11, 0, 0, 14, 47, 0, 0, 1, 0, 11, 44, 0, 22, 11, 0, 0, 14, 67, 0, 0, 11, 0,True
